text,Score
a staff had to walk me out of akowonjo branch to avoid further beating by your mopol at akowonjo i c,neutral
you still shit,negative
ubaxstarboyfest i want to win this ticket for my brother,neutral
i have o if i don t get a response i will head to the bank if i let this slide next time it will be k,neutral
my account balance has been negative for the past months now i dont underst,neutral
money is first and foremost a concept or idea that you can use to extract value from your customers,neutral
hey guys i am the lucky one and i want to say a very big thank you to for the gift,positive 
ewa i ve recharged times from my account today and the airtime is yet to reflect this is getting out of hands kilode,neutral
your bank has refused to pay me n have debited me this is the account number terry saturd,neutral
this guy came to our mobile banking agent office to make a transaction he was to transfer to our account to collec,neutral
bad network early momo withdrawal ain t possible at any of your atm in ilorin,negative
or i sent a tweet since yesterday for my failed transaction of n recharge to my,neutral
citibank hall brazil with k capacity it s like we re in seoul sao paolo province they sang louder than i,neutral
what concern you if i sleep well or nor like if u knew will u send me money to sleep even bette,negative
almost weeks now my money is yet to be refunded filled a form in one of your bra,neutral
are you serious,neutral
has the worst banking service,negative
twitter please this one is on us peter is losing his sights by the day he needs n to temporarily sustain his sight,neutral
we are partying like never before at the ubamarketplace with,neutral
good morning ooo i know you guys are fast in fixing issues i was debited on a failed pos transacti,neutral
you debit me for a over naira as sms charges whereas you charge me for the sms in every tran,neutral
good morning everyone an unauthorized transactions occurred on my account which i went to my bank branch at airport,neutral
i need a follow back to dm you i have some confirmations to make regarding my account thanks,neutral
dear first bank how is my account on deficit why is the app showing a different balance to what you are,neutral
